,title,tags,movie_id
551,Fool's Gold,"treasur hunter ben ""finn"" finnegan sunk hi marriag tess hi trusti boat hi obsess quest find legendari queen' dowry. when he find vital clue that may final pinpoint treasure' whereabouts, he drag tess her boss, billionair nigel honeycutt, along hunt. finn not onli one interest gold; hi former mentor-turned-enemi moe fitch will stop at noth beat it. romanc comedi adventur helicopt cemeteri boat mexicanstandoff sword cave shipwreck yacht bahama jetski treasurehunt rivalri scubadiv gangster underwat divorc heiress ex-husbandex-wiferelationship henchmen matthewmcconaughey katehudson donaldsutherland treasur hunter ben ""finn"" finnegan sunk hi marriag tess hi trusti boat hi obsess quest find legendari queen' dowry. when he find vital clue that may final pinpoint treasure' whereabouts, he drag tess her boss, billionair nigel honeycutt, along hunt. finn not onli one interest gold; hi former mentor-turned-enemi moe fitch will stop at noth beat it.",8676
552,Funny People,"famou wealthi funnyman georg simmon doesn't give much thought how he treat peopl until doctor deliv stun health news, forc georg reevalu hi prioriti with littl help aspir stand-up comic ira. comedi drama comedian cancer bromanc stand-upcomedian adamsandl sethrogen lesliemann famou wealthi funnyman georg simmon doesn't give much thought how he treat peopl until doctor deliv stun health news, forc georg reevalu hi prioriti with littl help aspir stand-up comic ira.",20829
553,The Kingdom,team u.s. govern agent sent investig bomb american facil middl east. thriller action drama assassin assassin terrorist explos fbi chase saudiarabia investig polic medicalexamin terror fbiagent arab bombattack jamiefoxx jennifergarn chriscoop team u.s. govern agent sent investig bomb american facil middl east.,4349
554,Talladega Nights: The Ballad of Ricky Bobby,"lifelong friend nation idol ricki bobbi cal naughton jr. have earn their nascar stripe with their uncanni knack finish race first second slots, respectively, sling catchphras like ""shake bake!"" when rival french driver coast onto track challeng their records, they'll have floor retain their top-dog status. comedi northcarolina prayer familydinn advertis divorc motor automobilerac nascar dogtrain carmovi sportcompetit psychosomaticil frenchstereotyp aftercreditssting duringcreditssting willferrel johnc.reilli sachabaroncohen lifelong friend nation idol ricki bobbi cal naughton jr. have earn their nascar stripe with their uncanni knack finish race first second slots, respectively, sling catchphras like ""shake bake!"" when rival french driver coast onto track challeng their records, they'll have floor retain their top-dog status.",9718
555,Dr. Dolittle 2,"dr. john dolittl belov doctor back, thi time around he play cupid bumbl circu bear archi he' so smitten by pacif western bear female, ava. dr. dolittl must help group forest creatur save their forest. with aid hi mangy, madcap anim friends, dr. dolittl must teach archi way true romanc time save hi speci hi home befor their habit gone. so john held meet for everi anim forest not give up without fight no matter what kind anim express they have everyon agre do save their home. comedi famili romanc fantasi veterinarian forest bear anim animalprotect eddiemurphi kristenwilson raven-symoné dr. john dolittl belov doctor back, thi time around he play cupid bumbl circu bear archi he' so smitten by pacif western bear female, ava. dr. dolittl must help group forest creatur save their forest. with aid hi mangy, madcap anim friends, dr. dolittl must teach archi way true romanc time save hi speci hi home befor their habit gone. so john held meet for everi anim forest not give up without fight no matter what kind anim express they have everyon agre do save their home.",10808
556,Braveheart,"enrag at slaughter murron, hi new bride childhood love, scottish warrior william wallac slay platoon local english lord' soldiers. thi lead villag revolt and, eventually, entir countri rise up against english rule. action drama histori war individu scotland inlovewithenemi legend independ ideal revolt tyranni melgibson catherinemccormack sophiemarceau enrag at slaughter murron, hi new bride childhood love, scottish warrior william wallac slay platoon local english lord' soldiers. thi lead villag revolt and, eventually, entir countri rise up against english rule.",197
557,Jarhead,"jarhead film about us marin anthoni swofford’ experi gulf war. after put up with arduou boot camp, swafford hi unit are sent persian gulf where they are earger fight are forc stay back action. meanwhil swofford get news hi girlfriend cheat him. desper he want kill someon final put hi train use. drama war sniper marinecorp saudiarabia petrol golfwar u.s.marin jamiefoxx jakegyllenha scottmacdonald jarhead film about us marin anthoni swofford’ experi gulf war. after put up with arduou boot camp, swafford hi unit are sent persian gulf where they are earger fight are forc stay back action. meanwhil swofford get news hi girlfriend cheat him. desper he want kill someon final put hi train use.",25
558,The Simpsons Movie,"after homer accident pollut town' water supply, springfield encas gigant dome by epa simpson are declar fugitives. anim comedi famili fathersonrelationship lake springfield thesimpson duffbeer garbag pig pollut environmentalprotectionag quarantin alcohol love alaska dysfunctionalfamili dysfunctionalmarriag ecolog savingl firstlov duringcreditssting donut dancastellaneta juliekavn nancycartwright after homer accident pollut town' water supply, springfield encas gigant dome by epa simpson are declar fugitives.",35
559,The Majestic,"set 1951, blacklist hollywood writer get into car accident, lose hi memori settl down small town where he mistaken for long-lost son. drama romanc california falselyaccus prosecut anti-commun hollywood writer jimcarrey martinlandau laurieholden set 1951, blacklist hollywood writer get into car accident, lose hi memori settl down small town where he mistaken for long-lost son.",11086
560,Driven,"talent rooki race-car driver jimmi bli start lose hi focu begin slip race rankings. it' no wonder, with immens pressur be shovel by hi overli ambiti promot brother well bly' romanc with hi arch rival' girlfriend sophia. with much ride bly, car owner carl henri bring former race star joe tanto board help bly. drive bli back top rankings, tanto must first deal with emot scar left over tragic race accid which nearli took hi life. action competit run career idol racingcar kippardu robertseanleonard tilschweig talent rooki race-car driver jimmi bli start lose hi focu begin slip race rankings. it' no wonder, with immens pressur be shovel by hi overli ambiti promot brother well bly' romanc with hi arch rival' girlfriend sophia. with much ride bly, car owner carl henri bring former race star joe tanto board help bly. drive bli back top rankings, tanto must first deal with emot scar left over tragic race accid which nearli took hi life.",10477
561,Two Brothers,"two tiger are separ cub taken into captivity, onli reunit year later enemi by explor (pearce) who inadvert forc them fight each other. adventur drama famili brotherbrotherrelationship lossofbroth cambodia chase tiger governor royalti travellingcircu archaeologist maïanhl guypearc oanhnguyen two tiger are separ cub taken into captivity, onli reunit year later enemi by explor (pearce) who inadvert forc them fight each other.",1997
562,The Village,"when will young man tri ventur beyond hi sequest pennsylvania hamlet, hi action set off chain chill incid that will alter commun forever. drama mysteri thriller secret forest ruralset blind courtship mentallyhandicappedman humannatur aura romant villagecouncil brycedallashoward joaquinphoenix adrienbrodi when will young man tri ventur beyond hi sequest pennsylvania hamlet, hi action set off chain chill incid that will alter commun forever.",6947
